zz_f0,zz_f1,zz_f2,zz_f3,zz_f4,zz_f5,zz_f6,zz_f7,zz_f8,zz_f9,y,regime,split
0.03965718232479232,-0.6760735773830736,-0.3893745014294936,-0.3153900648629343,-0.03705962721806122,-0.09159212327524385,-0.05620575478245077,0.40592295830721536,0.2374338430431484,0.12392487488975545,4.484895841615655,2,train
0.12545227686959964,0.5156036005297476,0.40087619426100485,0.45378374299338914,0.1991854914949379,-0.0074081593519453315,0.07418876227895899,0.25051288818377704,0.09630149658338455,0.6515719239862885,-4.025820492571602,1,train
0.18314157418351673,-0.18444608173935118,0.0419771700785313,0.11935899927458904,-0.04545056006165005,0.258792451079473,0.022216252819307808,-0.12246999261796598,-0.34886764760655564,0.013845273959254112,0.6932397619578266,2,train
0.03545587857085547,0.2863717476318741,0.2580483700495555,0.23566179861664266,0.08282842971451529,-0.03846676903314064,0.013548774617007181,0.10415684993141464,-0.20780267519553497,0.6197143936992922,4.07499311601917,1,train
0.08053760891807166,0.0348594498848126,0.03678163289542635,-0.08907920001789071,0.11538797784695692,-0.2337317926029236,-0.01846196748180931,0.00864926083731965,0.15036027532349955,-0.028825601218831653,1.909320168638645,1,train
-0.014464398879603046,-0.4962415624521591,-0.29286994841113645,0.0003373738245933122,0.00861703397782354,-0.023756636016374844,-0.017501881163928257,0.16554057862251048,0.1149384909829067,-0.0007206975143012051,0.17149111499550418,2,train
-0.03211931437723442,0.8259113470653041,-0.508621586414788,-0.01909049993705131,-0.027254489588874373,-0.12159416197646794,0.36299443752640637,-0.4938576205206209,-0.05896652836575376,0.010591417979183726,1.363197733819751,2,train
0.04543914487015821,0.07350062410403962,-0.49649122149509706,0.5260235094034139,0.05278030392744332,0.07584109005296258,0.0357268288458132,-0.03708948685025293,0.019085683711863394,-0.6253665570137062,1.4577777431263597,2,train
-0.4433731885513774,0.033947938536276034,5.348752916711774e-05,0.05173299164210132,-0.057524057774002435,0.03261814326855639,-0.027452940263109293,0.0003878330372601435,0.25784071963623273,0.00018688429894561653,1.6302743451245703,1,train
-0.1353216746657474,-0.16540135428449154,-0.19441853319468871,-0.3014078851292727,0.09029537367084367,0.09094654792326473,0.1375536562823262,0.22822917870498097,-0.20500124501235895,0.08605220545699471,-3.988351980153996,1,train
-0.7294393965971432,0.5362288868259805,-0.6688243290328788,-0.23764398262286052,-0.3933621983622165,0.5256526028522921,0.2613308467525949,-0.5823988483314643,-0.01403804359230984,0.1707731356753036,10.539207499270526,1,train
-0.3942246047583752,0.06502096924022205,-0.3208460428573443,-0.5269263612245365,-0.047321805740386746,0.04206328125185271,0.6545454718734496,-0.04210216354154123,-0.12150426578681833,0.17606775923441054,1.5848695797247245,2,train
-0.07911349159436704,-0.04232279800852795,-0.4065223728704406,0.8660587129443562,0.40453130426042244,0.16150155365419483,-0.08315092695811588,0.023288121764946046,0.03142841944419861,-0.35820518450596783,-1.0299506926229984,1,train
-0.059784538832704126,-0.03988955898045343,-0.08553440381684996,0.1489530974903469,0.03213748025774543,-0.4338098606987557,-0.14886225563605096,0.1044527527367552,0.5517992838370308,-0.03140257707345215,0.1338390229036195,2,train
0.3101185852499479,0.631618136473335,0.3482028278440721,-0.5566826559460124,0.236676773095154,0.44803325701092667,-0.2767279991590659,0.23021710947573706,-0.43226676489341637,-0.3603170543976615,-5.987359295104371,1,train
0.8312958215455666,0.6677323149260133,-0.05567435112415975,0.6773189728165733,0.5719913408997384,-0.13658000319544783,0.6586855073874328,-0.04156169375993579,0.5337544124464241,-0.04981174589069175,-0.5081611938325723,1,train
-0.00557044479840707,0.9460445372337523,0.9191734907995197,-0.00011230634516168347,-0.005282040263003983,-0.01910276281710576,1.9124023841132765e-05,0.8734959893353755,0.014823150900228486,-0.00010336465874979592,1.1700027272406324,1,train
-0.905683371196018,0.8499875572388963,-0.6509242750796945,0.6994580431031292,-0.8958734335372679,0.5930728357757018,-0.6338989865038488,-0.650294004525645,0.5932705733305126,-0.9128072603368895,2.6129375592124124,1,train
0.26772889321879134,0.8294422048288906,0.6737344213415133,0.1671507428680239,0.29712730589775505,0.247539472892143,0.13985582084745252,0.6053971030549814,0.11044949731555923,0.12568620920434442,-0.15435648799620227,2,train
0.5591979813034058,0.9253365909778247,-0.01936996862010565,0.39183540926281335,0.52031332493132,-0.14868824693370836,0.627587029115287,-0.018311340652336517,0.3455678020147109,-0.010752661174424027,-0.14541716499513693,1,train
-0.002418792672061243,-0.06786463242375451,-0.18306568530699496,0.36190708492758333,0.018324710497522212,0.5762819407367153,-0.0009886790503260412,0.022487545083650695,0.00612082765964142,-0.0752035930403312,1.4979761525667623,2,train
0.0612400876561639,0.41940699686784266,-0.16229679046844203,0.0005742224512394478,0.025737897042109464,0.041437826970593616,0.008762744598831085,-0.0826430405239533,-0.016732824582601502,-0.0028494166852880976,2.6359366224154797,1,train
0.2071873692139321,0.6307478993635501,0.5310650268757854,0.5202889944440412,0.1313533547654175,0.16662494331684202,0.16099830728151665,0.7381725059259704,0.42184902666933005,0.42601434584844955,0.3040643552491042,2,train
-0.00048207257765542355,-0.27616413531775064,0.009288739755046405,0.0009158863048903676,0.0004039863887455586,-0.25339239769396305,-0.05516568696103463,-0.010736944029912099,-0.48317701385689044,4.977252037263735e-05,4.478696389508522,2,train
0.0863793801291276,-0.058331413356493944,0.34770743645655144,0.9434865743614306,-0.668978922893237,0.08630158210269334,0.08163075756400086,-0.04489210736597238,-0.05682486523630783,0.3292460249549303,-0.614683045981729,2,train
-0.5711061633288418,-0.2681471654932057,-0.17154115212945475,-0.10581412433574489,0.16375126184483602,0.27899663599394153,0.0701773640291587,0.322603145859264,0.39939994993230676,0.029522218141930345,-3.297460670865334,1,train
-0.006301483880494563,-0.021928338143709758,0.1501224207124925,0.23801469811780307,0.04288513920410686,0.4717686981614625,-0.0036416067095343396,-0.013217625440272607,-0.10486234775635656,0.04394298907354341,-0.48437419975012225,1,train
